f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,contains_bug
84,12,155,807.47,38.83,16791.61,932.87,65,94,23,TRUE
85,7,0,0,0,0,0,0,0,13,TRUE
70,15,0,0,0,0,0,0,0,29,TRUE
24,3,45,197.65,39.53,988.27,54.9,18,25,5,FALSE
41,7,105,546.99,22.53,13279.76,737.76,28,59,13,FALSE
22,2,39,168.56,18.73,1517,84.28,14,27,3,TRUE
64,1,137,839.71,413.59,1704.87,94.71,36,70,1,TRUE
4,1,4,8,5.33,12,0.67,2,3,1,FALSE
32,7,96,466.37,25.51,8525.76,473.65,28,58,15,FALSE
46,8,93,431.88,16.97,10993.27,610.74,33,53,15,FALSE
45,5,114,618.59,33.69,11357.39,630.97,35,63,9,FALSE
69,22,185,1064.65,53.73,21095.36,1171.96,53,112,43,TRUE
44,13,0,0,0,0,0,0,0,25,TRUE
10,2,31,111.13,22.23,555.67,30.87,8,17,3,FALSE
25,2,46,198.81,42.17,937.24,52.07,14,24,3,TRUE
15,2,39,168.56,18.39,1545.09,85.84,11,24,3,FALSE
9,1,16,55.35,6.15,498.16,27.68,4,12,1,FALSE
34,6,103,548.16,32.68,9194.11,510.78,28,62,11,FALSE
6,1,23,89.86,35.94,224.65,12.48,3,13,1,FALSE
5,1,18,64.53,16.12,258.12,14.34,3,10,1,FALSE
18,4,51,233.83,28.47,1920.77,106.71,14,28,7,FALSE
23,9,118,590,27.29,12754.41,708.58,15,69,17,FALSE
44,7,103,528.32,43.61,6399.83,355.55,32,62,13,FALSE
28,2,92,446.93,34.38,5810.15,322.79,19,60,3,TRUE
12,1,19,60.23,16.73,216.82,12.05,7,10,1,FALSE
14,4,50,226.18,17.11,2990.58,166.14,12,33,7,FALSE
38,5,146,810.97,50.69,12975.52,720.86,34,84,9,TRUE
16,1,46,198.81,23.39,1689.87,93.88,9,29,1,FALSE
81,30,453,2838.85,83.19,96875.9,5381.99,51,271,59,FALSE
591,88,1865,14322.23,212.86,963681.5,53537.86,442,1080,175,TRUE
30,4,119,600.28,34.67,10394.37,577.47,24,72,7,FALSE
15,2,27,110.36,15.45,788.3,43.79,7,17,3,FALSE
41,5,126,635.59,30.81,13113.3,728.52,32,70,9,TRUE
50,11,181,1051.13,52.56,21022.62,1167.92,40,109,21,FALSE
141,40,412,2525.26,55.19,115544.29,6419.13,119,225,79,FALSE
56,9,165,900.81,29.06,27924.99,1551.39,42,103,17,FALSE
10,4,43,188.87,21.46,1662.05,92.34,7,27,7,FALSE
17,4,45,211.52,21.33,2097.57,116.53,13,28,7,FALSE
63,12,160,920.78,46.68,18164.52,1009.14,50,98,19,TRUE
32,2,157,851.92,69.81,10396.13,577.56,23,86,3,TRUE
526,80,1469,9339.24,83.1,1049575.36,58309.74,405,856,159,TRUE
11,3,36,160.54,19.11,1348.53,74.92,9,22,5,TRUE
13,2,29,113.3,18.5,693.96,38.55,8,15,3,FALSE
63,6,157,886.09,39.57,19841.98,1102.33,45,100,8,TRUE
31,7,78,357.63,16.48,7760.51,431.14,22,47,13,FALSE
14,4,36,152.93,21.24,1101.06,61.17,11,20,7,FALSE
4,1,10,31.7,12.68,79.25,4.4,2,6,1,FALSE
13,1,21,77.71,9.87,611.96,34,7,14,1,FALSE
4,1,6,15.51,6.2,38.77,2.15,2,5,1,FALSE
37,9,103,536.57,19.26,14952.52,830.7,26,65,17,FALSE
6,1,13,36.5,16.21,82.12,4.56,4,7,1,TRUE
34,4,74,373.29,34.94,3988.26,221.57,27,45,7,TRUE
44,4,90,475.69,48.65,4651.15,258.39,30,46,7,TRUE
74,8,208,1148.9,24.21,54520.57,3028.92,49,121,15,TRUE
160,4,498,3390.06,252.04,45598.02,2533.22,122,251,7,TRUE
8,2,17,64.73,18.49,226.54,12.59,6,10,3,TRUE
15,2,35,151.27,28.36,806.76,44.82,13,19,3,TRUE
29,7,114,610.76,36.27,10285.77,571.43,26,75,13,TRUE
53,6,147,741.53,46.35,11864.41,659.13,38,91,11,TRUE
52,9,0,0,0,0,0,0,0,17,TRUE
113,22,673,4896.83,145.17,165181.32,9176.74,104,367,43,FALSE
12,1,0,0,0,0,0,0,0,1,TRUE
20,2,85,384.5,20.6,7177.38,398.74,14,61,3,FALSE
8,1,15,51.89,17.79,151.35,8.41,4,8,1,TRUE
32,3,156,695.67,17.67,27392.06,1521.78,29,111,5,FALSE
7,1,24,96,29.09,316.8,17.6,5,13,1,FALSE
36,7,63,284.98,36.94,2198.45,122.14,27,39,13,FALSE
7,1,13,41.21,11.77,144.23,8.01,3,11,1,FALSE
33,10,85,425,25.76,7012.5,389.58,26,61,19,FALSE
11,2,16,55.35,18.98,161.44,8.97,6,9,3,TRUE
234,45,611,4473.7,66.39,301448.3,16747.13,186,374,48,TRUE
21,4,25,89.62,35.85,224.06,12.45,14,15,7,FALSE
14,2,37,159.91,46.64,548.27,30.46,10,21,3,FALSE
16,5,53,260.07,19.79,3418,189.89,12,30,9,FALSE
17,2,41,182.84,32,1044.78,58.04,11,21,3,TRUE
29,5,103,472.25,23.04,9681.15,537.84,22,62,9,TRUE
25,5,0,0,0,0,0,0,0,9,FALSE
78,11,281,1704.57,58.11,50000.75,2777.82,62,161,21,FALSE
4,1,10,30,15,60,3.33,2,6,1,FALSE
33,4,79,371.33,36.01,3829.39,212.74,26,46,7,TRUE
92,3,0,0,0,0,0,0,0,5,FALSE
129,7,0,0,0,0,0,0,0,12,TRUE
68,11,289,1678.33,49.07,57398.73,3188.82,59,175,21,TRUE
5,1,14,44.38,11.83,166.42,9.25,3,8,1,FALSE
138,35,498,3191.88,62.26,163640.68,9091.15,115,210,51,TRUE
59,82,0,0,0,0,0,0,0,163,FALSE
46,7,129,712.54,35.33,14369.55,798.31,38,85,13,FALSE
106,19,423,2508.7,57.23,109975.22,6109.73,74,256,37,FALSE
8,3,21,84,12.6,560,31.11,6,13,5,FALSE
39,6,80,371.51,18.83,7328.85,407.16,28,49,11,FALSE
12,2,18,66.61,16.3,271.98,15.11,5,11,3,FALSE
64,4,0,0,0,0,0,0,0,7,TRUE
10,2,14,46.51,15.5,139.52,7.75,7,10,3,TRUE
28,4,70,332.84,36.51,3034.74,168.6,16,39,7,TRUE
21,2,27,108,14.03,831.6,46.2,7,20,3,FALSE
116,2,486,3339,187.35,59506.88,3305.94,91,261,3,TRUE
30,3,81,415.47,54.67,3157.59,175.42,22,43,5,TRUE
5,1,13,43.19,21.59,86.37,4.8,3,7,1,FALSE
465,68,1347,7956.58,37.09,1706686.76,94815.93,371,786,133,TRUE
133,16,440,2402.15,53.9,107055.81,5947.55,99,249,31,TRUE
200,25,0,0,0,0,0,0,0,49,TRUE
294,43,814,5811.59,142.15,237606.8,13200.38,223,484,85,TRUE
6,3,15,58.6,13.02,263.72,14.65,3,9,5,FALSE
202,70,878,5434.67,112.95,261494.78,14527.49,150,561,139,TRUE
60,13,151,847.82,60.3,11920.88,662.27,51,93,25,TRUE
12,4,26,110.45,14.32,852.01,47.33,9,17,7,FALSE
17,2,36,152.93,19.66,1189.42,66.08,12,22,3,TRUE
34,7,86,430,33.97,5442.89,302.38,21,49,13,TRUE
32,1,55,229.35,39.89,1318.74,73.26,12,32,1,TRUE
4,1,9,27,13.5,54,3,2,5,1,FALSE
34,4,60,267.57,19.82,3612.14,200.67,24,33,7,FALSE
84,7,0,0,0,0,0,0,0,13,TRUE
13,2,0,0,0,0,0,0,0,3,FALSE
61,15,183,973.91,35.01,27092.48,1505.14,55,115,28,FALSE
42,15,194,995.08,19.8,50002.82,2777.93,29,127,29,TRUE
34,9,107,519.79,18.77,14394.57,799.7,31,62,17,TRUE
22,2,48,222.91,35.2,1411.73,78.43,13,29,3,FALSE
133,10,706,4594.5,98.43,214455.18,11914.18,82,430,19,FALSE
31,8,72,353.3,26.92,4637.01,257.61,24,42,15,FALSE
150,17,503,3424.1,98.49,119047.18,6613.73,108,273,33,FALSE
28,3,43,185.84,16.01,2157.84,119.88,21,24,5,FALSE
242,56,631,4614.43,180.19,118171.02,6565.06,192,369,111,TRUE
21,3,41,190.4,44.96,806.39,44.8,14,23,5,TRUE
50,6,0,0,0,0,0,0,0,11,FALSE
27,8,72,349.77,18.99,6441.68,357.87,19,46,15,TRUE
5,1,15,51.89,12.97,207.57,11.53,3,12,1,FALSE
29,6,64,314.04,20.94,4710.61,261.7,21,44,11,FALSE
28,2,103,540.54,48.77,5990.95,332.83,19,65,3,FALSE
33,6,71,341.32,24.61,4733,262.94,27,39,11,FALSE
74,11,124,636.03,24.35,16616.31,923.13,60,80,12,FALSE
47,9,254,1270,41.8,38583.81,2143.54,41,138,17,FALSE
80,3,340,2040,98.46,42268.8,2348.27,68,192,5,TRUE
12,2,57,264.7,23.27,3010.96,167.28,9,36,3,FALSE
4,1,7,19.65,9.83,39.3,2.18,2,4,1,FALSE
34,3,95,446.54,34.85,5721.32,317.85,16,54,5,FALSE
27,6,86,421.99,21.64,8228.86,457.16,23,47,11,FALSE
158,20,632,3792,41.14,349496,19416.44,130,395,39,FALSE
102,11,360,2235.4,78.27,63843.12,3546.84,76,241,14,TRUE
35,3,0,0,0,0,0,0,0,5,TRUE
79,7,146,771.67,51.44,11575.03,643.06,35,86,13,TRUE
26,5,97,512.67,31.48,8349.43,463.86,18,59,9,FALSE
4,1,7,19.65,9.83,39.3,2.18,2,4,1,FALSE
25,3,75,387.74,35.84,4194.69,233.04,15,41,5,FALSE
17,2,52,228.4,36.54,1427.5,79.31,15,27,3,TRUE
66,8,204,1184.7,49.09,28592.9,1588.49,49,112,15,FALSE
4,1,7,19.65,9.83,39.3,2.18,2,4,1,FALSE
46,17,0,0,0,0,0,0,0,33,FALSE
237,35,0,0,0,0,0,0,0,69,TRUE
87,10,0,0,0,0,0,0,0,19,TRUE
109,1,327,2030.49,130.52,31589.12,1754.95,67,181,1,FALSE
240,40,1098,7648.43,84.39,693194.02,38510.78,144,683,74,TRUE
34,2,79,391.38,50.35,3042.1,169.01,18,41,3,FALSE
34,4,64,314.04,31.21,3160.04,175.56,25,41,7,FALSE
97,12,0,0,0,0,0,0,0,23,TRUE
85,11,332,1910.62,48.84,74739.06,4152.17,78,199,21,TRUE
38,6,75,339.27,14.54,7916.23,439.79,12,45,11,TRUE
40,6,0,0,0,0,0,0,0,11,FALSE
16,4,0,0,0,0,0,0,0,7,FALSE
11,1,57,160.02,8,3200.38,177.8,9,41,1,FALSE
10,5,0,0,0,0,0,0,0,9,FALSE
15,2,51,208.46,31.35,1386.26,77.01,13,32,3,FALSE
7,1,0,0,0,0,0,0,0,1,TRUE
29,1,0,0,0,0,0,0,0,1,FALSE
106,9,349,2230.92,79.42,62666.87,3481.49,78,200,17,TRUE
29,8,74,308.57,7.91,12034.4,668.58,23,44,15,FALSE
150,18,350,2193.38,99.85,48179.9,2676.66,114,206,35,TRUE
17,3,29,110.41,24.54,496.86,27.6,14,20,5,FALSE
12,1,27,105.49,17.58,632.92,35.16,6,19,1,TRUE
32,4,76,386.65,25.46,5872.2,326.23,24,49,7,FALSE
14,3,24,96,16.59,555.43,30.86,10,15,5,TRUE
23,4,62,304.23,19.01,4867.64,270.42,15,34,7,TRUE
33,4,87,459.83,29.03,7284.13,404.67,24,46,7,FALSE
21,2,43,197.15,18.78,2070.11,115.01,15,28,3,FALSE
96,10,212,1231.16,45.3,33458.55,1858.81,52,128,19,TRUE
8,1,22,83.76,30.15,232.67,12.93,5,12,1,FALSE
5,1,15,53.77,12.8,225.85,12.55,3,9,1,TRUE
45,5,106,548.01,36.53,8220.18,456.68,36,64,9,FALSE
133,10,255,1416.42,39.43,50886.21,2827.01,79,158,19,TRUE
4,1,7,19.65,9.83,39.3,2.18,2,4,1,TRUE
8,2,10,31.7,12.68,79.25,4.4,5,6,3,FALSE
37,3,153,765,27.82,21037.5,1168.75,29,98,5,TRUE
19,2,36,155.59,21.22,1140.99,63.39,10,24,3,TRUE
5,1,13,39,13,117,6.5,3,7,1,FALSE
18,2,29,118.54,17.56,800.12,44.45,10,17,3,FALSE
74,9,312,1989.01,74.12,53371.83,2965.1,63,172,17,TRUE
4,1,6,15.51,6.2,38.77,2.15,2,5,1,FALSE
41,5,112,596.06,46.12,7702.88,427.94,32,64,6,TRUE
55,3,232,1115.31,28.43,43754.33,2430.8,49,138,5,TRUE
11,1,28,112,13.44,933.33,51.85,6,18,1,TRUE
4,3,19,72.34,13.56,385.81,21.43,2,11,5,TRUE
44,2,177,892.86,39.09,20394.75,1133.04,35,115,3,TRUE
11,2,13,39,15.6,97.5,5.42,9,8,3,FALSE
8,2,13,43.19,7.4,251.91,14,6,8,3,FALSE
22,1,107,508.77,42.19,6135.2,340.84,16,66,1,TRUE
12,5,47,215.49,10.44,4448.4,247.13,8,30,9,FALSE
29,1,93,308.94,16.48,5792.61,321.81,24,68,1,FALSE
7,1,13,44.97,12.85,157.4,8.74,4,9,1,TRUE
8,1,28,103.61,21.98,488.46,27.14,5,17,1,FALSE
20,2,84,434.27,46.95,4017.03,223.17,14,47,3,TRUE
33,6,0,0,0,0,0,0,0,11,FALSE
28,3,79,401.91,38.28,4220.05,234.45,19,49,5,TRUE
37,5,67,318.58,26.83,3783.11,210.17,29,48,9,TRUE
91,2,600,3748.76,108.98,128957.22,7164.29,80,342,3,TRUE
97,7,453,2794.98,68.39,114224.87,6345.83,92,225,13,FALSE
18,4,52,247.25,10.41,5872.29,326.24,15,32,7,TRUE
20,2,104,549.68,54.87,5506.63,305.92,16,53,3,FALSE
20,4,0,0,0,0,0,0,0,7,FALSE
95,5,196,1076.4,40.88,28345.28,1574.74,44,117,9,TRUE
31,7,113,584.2,36,9480,526.67,20,62,13,TRUE
8,2,14,50.19,12.55,200.76,11.15,4,10,3,TRUE
99,14,277,1802.66,68.92,47150.8,2619.49,85,153,24,TRUE
23,4,50,216.1,43.85,1065.05,59.17,20,27,7,FALSE
24,2,59,250.63,16.57,3790.74,210.6,15,37,3,TRUE
23,2,57,282.39,39.49,2019.08,112.17,22,31,3,TRUE
9,1,21,69.76,13.95,348.8,19.38,5,11,1,FALSE
14,2,37,159.91,16.4,1559.14,86.62,8,24,3,FALSE
20,4,43,185.84,19.01,1817.13,100.95,16,27,7,TRUE
14,3,56,274.79,31.25,2416.5,134.25,8,33,5,TRUE
5,1,4,8,5.33,12,0.67,2,3,1,FALSE
36,5,150,736.03,28.31,19136.87,1063.16,28,82,9,FALSE
13,3,26,104,9.45,1144,63.56,10,16,5,FALSE
163,5,840,5479.79,147.28,203890.96,11327.28,145,458,9,TRUE
46,5,168,922.63,31.95,26640.98,1480.05,30,102,9,FALSE
23,5,81,408.6,26.5,6299.19,349.95,20,44,9,FALSE
13,3,44,209.22,26.15,1673.72,92.98,10,24,5,FALSE
34,2,74,382.57,43.67,3351.68,186.2,25,43,3,TRUE
33,10,168,847.46,35.74,20096.87,1116.49,30,85,19,FALSE
39,8,119,645.73,30.94,13476.01,748.67,30,71,15,TRUE
10,1,14,51.81,14.8,181.32,10.07,4,8,1,FALSE
20,3,28,118.94,17.35,815.6,45.31,14,20,5,FALSE
48,6,0,0,0,0,0,0,0,11,FALSE
8,1,0,0,0,0,0,0,0,1,FALSE
48,4,0,0,0,0,0,0,0,7,TRUE
11,1,28,112,13.44,933.33,51.85,6,18,1,TRUE
7,1,19,70.31,15.07,328.11,18.23,3,11,1,TRUE
16,2,38,164.23,18.25,1478.1,82.12,11,26,3,FALSE
34,3,135,723.27,55.64,9402.5,522.36,25,79,5,FALSE
324,76,1095,7936.48,143.13,440084.36,24449.13,277,646,151,TRUE
25,5,83,415,27.67,6225,345.83,18,49,9,TRUE
89,7,329,1995.74,64.69,61570.81,3420.6,53,184,13,FALSE
10,1,15,51.89,20.76,129.72,7.21,5,9,1,FALSE
37,33,1296,7387.77,44.22,1234239.38,68568.85,33,1031,63,TRUE
26,8,69,324.33,19.03,5528.36,307.13,21,44,15,FALSE
54,7,162,770.29,28.32,20951.94,1164,48,94,13,TRUE
139,15,309,1881.03,56.53,62586.87,3477.05,100,187,27,TRUE
16,3,49,218.51,23,2075.87,115.33,10,30,5,FALSE
76,8,201,1156.73,62.16,21524.6,1195.81,41,122,15,FALSE
14,4,48,172.08,9.56,3097.41,172.08,10,30,7,FALSE
13,1,0,0,0,0,0,0,0,1,FALSE
284,33,448,3150.97,176.14,56367.41,3131.52,165,280,65,TRUE
5,1,10,25.85,6.46,103.4,5.74,3,6,1,FALSE
42,7,84,434.27,24.82,7599.79,422.21,28,49,13,TRUE
12,4,40,183.4,22.92,1467.19,81.51,8,24,7,TRUE
5,1,7,19.65,7.86,49.13,2.73,4,5,1,FALSE
286,85,1614,10966.19,206.05,583632.03,32424,267,982,169,TRUE
17,3,42,184.48,23.96,1420.48,78.92,11,28,5,TRUE
8,3,34,153.8,17.62,1342.26,74.57,5,18,5,FALSE
4,1,5,11.61,7.74,17.41,0.97,2,3,1,FALSE
38,8,88,427.5,15.48,11809.75,656.1,22,49,15,FALSE
104,13,265,1640.3,60.44,44517.84,2473.21,74,147,25,TRUE
8,1,30,122.62,42.04,357.65,19.87,6,16,1,FALSE
115,11,340,2076.9,89.84,48013,2667.39,86,209,21,FALSE
48,28,235,1205.38,55.01,26413.58,1467.42,43,151,55,TRUE
89,29,273,1452.89,36.74,57452.18,3191.79,78,166,57,TRUE
7,1,20,76.15,21.76,266.51,14.81,5,13,1,FALSE
19,1,80,388.64,33.37,4526.5,251.47,12,47,1,TRUE
15,2,50,237.74,22.08,2560.32,142.24,12,30,3,FALSE
11,1,25,102.19,10.64,980.99,54.5,6,17,1,TRUE
60,8,0,0,0,0,0,0,0,15,FALSE
49,7,124,699.84,41.08,11923.17,662.4,38,84,11,TRUE
46,6,127,701.49,35.54,13847.46,769.3,33,80,11,FALSE
5,1,14,48.43,9.23,254.27,14.13,3,8,1,TRUE
14,2,31,129.27,24.86,672.19,37.34,8,18,3,TRUE
32,5,102,535.29,25.86,11080.47,615.58,21,56,9,FALSE
243,23,843,6394.12,233.12,175381.67,9743.43,184,459,45,TRUE
11,2,13,41.21,16.48,103.02,5.72,9,9,3,FALSE
12,4,29,129.32,17.96,931.13,51.73,11,17,7,FALSE
205,38,509,3119.81,51.28,189788.14,10543.79,157,290,75,TRUE
11,3,32,140.55,19.66,1004.96,55.83,7,19,5,FALSE
123,28,280,1721.93,38.5,77011.02,4278.39,101,177,46,TRUE
13,3,18,62.27,11.86,326.92,18.16,8,12,5,TRUE
199,29,0,0,0,0,0,0,0,57,TRUE
100,11,277,1636.21,57.92,46222.9,2567.94,64,164,21,TRUE
33,4,90,454,18.58,11090.46,616.14,18,54,7,TRUE
9,2,20,80,13.71,466.67,25.93,7,13,3,FALSE
37,1,100,516.99,61.84,4322.06,240.11,27,62,1,TRUE
130,13,267,1607.97,44.74,57786.5,3210.36,81,152,24,TRUE
11,2,24,88.81,12.33,639.44,35.52,9,15,3,FALSE
17,2,55,269.88,36.8,1979.11,109.95,13,33,3,FALSE
6,1,0,0,0,0,0,0,0,1,FALSE
80,8,353,2198.77,83.89,57631,3201.72,62,187,15,FALSE
15,1,52,238.42,37.84,1502.03,83.45,8,31,1,FALSE
463,94,1756,12727.36,177.24,913945.71,50774.76,393,1060,187,TRUE
74,7,172,970.74,44.25,21295.68,1183.09,53,94,13,TRUE
22,4,37,165,11.25,2419.98,134.44,15,26,7,TRUE
4,1,7,19.65,9.83,39.3,2.18,2,4,1,FALSE
134,14,422,2772.48,66.17,116162.54,6453.47,107,249,25,TRUE
22,2,48,225.62,20.36,2500.63,138.92,15,29,3,FALSE
63,8,156,866.52,50.87,14758.72,819.93,45,90,15,FALSE
4,1,5,11.61,7.74,17.41,0.97,2,3,1,FALSE
17,1,56,193.73,11.07,3390.24,188.35,11,36,1,FALSE
8,2,11,34.87,13.95,87.17,4.84,6,7,3,FALSE
4,1,4,8,5.33,12,0.67,2,3,1,FALSE
77,14,230,1311.1,42.97,40008.45,2222.69,59,124,27,TRUE
12,2,25,100,17.28,578.57,32.14,9,16,3,FALSE
129,17,203,1168.24,72.07,18937.82,1052.1,69,126,33,TRUE
38,6,0,0,0,0,0,0,0,11,TRUE
11,2,20,71.7,11.95,430.2,23.9,7,14,3,FALSE
39,5,90,395.31,14.74,10599.21,588.85,30,57,7,FALSE
175,63,737,4317.33,57.41,324675.03,18037.5,129,472,125,TRUE
58,4,0,0,0,0,0,0,0,7,TRUE
20,2,45,194.49,22.64,1670.82,92.82,14,24,3,TRUE
5,1,15,51.89,17.79,151.35,8.41,3,8,1,TRUE
10,1,38,155.32,26.1,924.18,51.34,8,21,1,FALSE
69,10,166,916.91,32.58,25801.88,1433.44,49,99,19,FALSE
109,9,366,2286.74,61.99,84350.56,4686.14,74,196,17,TRUE
147,65,825,5469.22,137.89,216922.91,12051.27,133,491,129,FALSE
145,19,392,2610.02,151.54,44953.74,2497.43,127,209,37,TRUE
37,3,127,616.96,25.59,14873.23,826.29,24,82,5,FALSE
19,5,62,310,24.23,3966.18,220.34,16,33,9,FALSE
62,1,155,900.14,81.57,9932.94,551.83,35,82,1,TRUE
51,7,99,490.47,24.48,9826.83,545.93,33,66,13,TRUE
76,5,189,1150.53,62.05,21332.75,1185.15,51,100,9,TRUE
47,8,140,739.96,30.83,17758.95,986.61,34,84,15,TRUE
23,3,69,353.92,49.82,2514.31,139.68,20,38,5,FALSE
30,4,63,312.11,30.32,3212.94,178.5,17,38,7,FALSE
29,8,0,0,0,0,0,0,0,15,FALSE
74,7,281,1686,84.09,33806.02,1878.11,56,150,13,FALSE
25,7,72,349.77,30.75,3978.69,221.04,23,44,8,FALSE
6,2,18,68.53,19.58,239.86,13.33,3,11,3,TRUE
9,1,29,118.54,30.79,456.37,25.35,4,18,1,FALSE
7,1,14,48.43,13.45,174.36,9.69,4,8,1,FALSE
36,7,72,363.2,23.28,5665.86,314.77,20,46,13,TRUE
115,8,232,1309.37,34.54,49635,2757.5,74,143,14,TRUE
8,1,15,51.89,17.79,151.35,8.41,5,8,1,TRUE
4,1,4,8,5.33,12,0.67,2,3,1,FALSE
18,4,0,0,0,0,0,0,0,7,TRUE
11,1,30,114.22,17.57,742.43,41.25,4,17,1,FALSE
4,1,9,27,13.5,54,3,2,5,1,FALSE
50,3,125,619.27,27.52,13933.68,774.09,41,77,5,FALSE
15,3,32,133.44,14.15,1258.13,69.9,11,20,5,TRUE
127,28,581,3733.66,60.66,229809.93,12767.22,119,312,55,TRUE
166,27,0,0,0,0,0,0,0,53,TRUE
47,3,215,1166.65,45.75,29749.5,1652.75,36,137,5,TRUE
70,17,178,994.12,33.64,29381.87,1632.33,56,102,33,FALSE
9,1,35,145.95,22.45,948.66,52.7,6,22,1,FALSE
4,1,5,11.61,7.74,17.41,0.97,2,3,1,FALSE
64,12,178,1009.69,63.77,15986.79,888.15,57,102,23,FALSE
88,8,250,1372.96,41.29,45651.03,2536.17,52,174,15,TRUE
11,2,36,155.59,23.15,1045.91,58.11,8,25,3,FALSE
19,1,98,476.08,38.95,5818.78,323.27,12,58,1,TRUE
102,2,386,1875.18,23.62,148860.5,8270.03,58,257,3,TRUE
7,1,0,0,0,0,0,0,0,1,FALSE
50,5,190,974.56,33.29,28533.06,1585.17,28,128,9,FALSE
11,1,0,0,0,0,0,0,0,1,TRUE
8,2,17,64.73,18.49,226.54,12.59,6,10,3,TRUE
34,7,119,641.69,36.29,11345,630.28,26,67,13,TRUE
18,4,46,208.08,14.86,2913.17,161.84,15,28,7,FALSE
133,36,0,0,0,0,0,0,0,71,TRUE
17,2,65,318.95,32.08,3170.72,176.15,11,39,3,FALSE
29,5,0,0,0,0,0,0,0,9,FALSE
32,4,60,297.25,28.82,3065.41,170.3,21,38,7,FALSE
56,6,169,943.86,29.31,30392.25,1688.46,40,99,11,TRUE
24,2,59,266.89,35.74,1992.78,110.71,16,31,3,TRUE
49,8,166,889.35,56.56,13984.32,776.91,41,90,15,FALSE
84,32,300,1779.22,46.06,68728.77,3818.27,68,196,60,TRUE
4,1,7,19.65,9.83,39.3,2.18,2,4,1,TRUE
87,4,0,0,0,0,0,0,0,7,TRUE
84,15,396,2458.94,60.54,99870.94,5548.39,71,204,29,TRUE
90,7,258,1456.11,39.71,53390.88,2966.16,63,148,13,TRUE
4,1,9,27,13.5,54,3,2,5,1,FALSE
80,12,0,0,0,0,0,0,0,23,TRUE
111,13,0,0,0,0,0,0,0,25,TRUE
91,11,245,1453.03,66.92,31551.52,1752.86,61,149,21,TRUE
6,1,0,0,0,0,0,0,0,1,FALSE
17,3,60,271.41,32.47,2268.24,126.01,13,34,5,TRUE
62,19,305,1738.63,50.32,60067,3337.06,52,203,37,FALSE
11,2,22,88,15.09,513.33,28.52,9,15,3,FALSE
20,8,75,352.53,15.55,7990.75,443.93,15,58,15,TRUE
66,15,226,1356,46.49,39550,2197.22,59,135,19,FALSE
8,2,0,0,0,0,0,0,0,3,TRUE
29,3,82,402.37,49.41,3276.4,182.02,16,44,5,TRUE
31,3,56,260.06,31.52,2145.46,119.19,22,35,4,FALSE
70,14,0,0,0,0,0,0,0,27,FALSE
33,6,95,518.65,45.38,5927.38,329.3,30,55,9,TRUE
15,4,28,106.61,23.69,479.73,26.65,13,19,7,FALSE
83,8,0,0,0,0,0,0,0,15,TRUE
15,3,58,269.34,30.71,2361.94,131.22,11,39,5,TRUE
39,5,113,570.02,31.88,10193.24,566.29,32,75,9,TRUE
29,1,13,30.19,0,0,0,11,13,1,FALSE
4,1,10,31.7,10.57,95.1,5.28,2,7,1,FALSE
4,1,7,19.65,7.86,49.13,2.73,2,5,1,TRUE
41,6,54,250.77,33.96,1851.83,102.88,33,38,7,TRUE
29,5,80,396.34,32.28,4866.12,270.34,19,46,9,TRUE
83,14,198,1154.91,54.09,24658.94,1369.94,66,119,27,TRUE
88,14,335,2010,90.87,44461.2,2470.07,80,177,27,TRUE
14,5,38,166.91,11.13,2503.62,139.09,10,23,9,FALSE
168,5,852,5544.64,144.81,212301.39,11794.52,151,464,9,TRUE
48,12,0,0,0,0,0,0,0,23,TRUE
17,4,32,133.44,11.32,1572.66,87.37,9,17,7,FALSE
137,15,492,3127.92,72.29,135348.62,7519.37,119,270,29,FALSE
41,4,125,669.69,36.41,12316.55,684.25,31,78,7,FALSE
101,11,266,1613.58,58.94,44176.23,2454.23,72,154,21,TRUE
21,4,76,338.92,12.71,9037.78,502.1,18,56,7,FALSE
32,7,68,303.24,15,6132.21,340.68,28,40,13,FALSE
38,29,247,1245.97,36.86,42113.63,2339.65,28,143,57,TRUE
26,6,72,363.2,28.12,4691.29,260.63,20,41,11,FALSE
74,9,133,791.91,79.6,7878.68,437.7,46,58,17,FALSE
157,7,383,2626.61,148.33,46512.83,2584.05,76,213,13,TRUE
21,4,47,209.59,14.09,3117.7,173.21,16,30,7,FALSE
162,27,492,3261.64,98.51,107986.84,5999.27,123,296,53,TRUE
32,12,170,964.31,43.31,21471.02,1192.83,28,95,23,FALSE
51,9,104,520,25.49,10608,589.33,27,68,17,TRUE
49,4,185,1097.19,58.25,20667.93,1148.22,38,0,0,TRUE
63,21,0,0,0,0,0,0,0,41,TRUE
214,61,0,0,0,0,0,0,0,121,TRUE
18,2,0,0,0,0,0,0,0,3,TRUE
4,1,3,4.75,0,0,0,2,3,1,FALSE
73,9,144,755.7,45.41,12574.87,698.6,46,80,17,FALSE
7,3,17,60.94,12.44,298.63,16.59,3,10,5,FALSE
112,5,0,0,0,0,0,0,0,9,TRUE
13,3,35,158.32,24.67,1015.92,56.44,9,21,5,FALSE
14,1,34,149.34,19.33,1153.98,64.11,8,17,1,FALSE
47,4,120,642.91,44.65,9257.85,514.32,32,75,7,TRUE
26,3,36,152.93,18.54,1261.63,70.09,20,24,4,FALSE
2,1,15,51.89,9.88,272.43,15.14,0,9,1,FALSE
